Trip1,Trip2,Close,PhaseA,PhaseB,PhaseC,Contact
48,14,-41,-16,-866,20,10
62,34,-40,-16,-863,21,10
71,50,5,-15,-862,22,10
74,57,58,-16,-861,22,10
76,61,96,-17,-862,22,10
73,58,117,-15,-859,22,10
69,47,128,-16,-860,21,10
63,26,126,-15,-857,20,10
54,4,118,-16,-857,20,10
45,-14,110,-16,-857,21,10
35,-26,101,-15,-855,20,10
27,-33,99,-15,-854,21,10
19,-38,97,-17,-852,22,10
15,-42,94,-16,-851,19,10
11,-41,89,-16,-850,19,10
5,-41,77,-16,-850,21,10
1,-37,60,-16,-849,20,10
1,-30,38,-16,-849,21,10
5,-18,18,-16,-845,20,10
18,1,3,-16,-844,20,10
31,26,-10,-16,-845,20,10
46,43,-15,-15,-843,21,10
53,41,-12,-15,-842,21,10
64,34,-9,-14,-842,20,10
77,24,-3,-15,-842,20,10
84,6,1,-15,-838,20,10
82,-11,6,-16,-838,20,10
71,-26,18,-15,-835,21,10
59,-23,40,-15,-835,20,10
97,-15,82,-15,-834,20,10
225,126,148,-15,-834,21,10
393,285,222,-16,-832,19,10
580,449,290,-16,-829,21,10
747,610,344,-15,-828,21,10
838,690,368,-14,-827,21,10
873,713,373,-14,-824,22,10
869,694,360,-15,-825,20,10
841,647,342,-14,-824,21,10
797,586,320,-14,-823,22,10
748,521,295,-15,-821,22,10
693,453,276,-15,-821,22,10
641,385,257,-14,-820,22,10
583,322,235,-14,-818,22,10
526,265,213,-13,-817,22,10
466,210,195,-14,-817,21,10
411,159,179,-13,-816,21,10
360,114,164,-14,-813,21,10
316,72,149,-14,-814,21,10
270,34,137,-14,-811,22,10
226,-1,123,-14,-812,21,10
185,-38,107,-14,-810,21,10
147,-26,97,-13,-810,21,10
117,5,92,-12,-809,20,10
95,30,89,-14,-807,22,10
78,52,81,-13,-807,21,10
62,65,71,-14,-806,21,10
48,66,57,-14,-805,20,10
32,55,44,-13,-804,22,10
18,41,36,-14,-803,21,10
10,25,28,-13,-801,22,10
4,7,22,-14,-799,22,10
8,-13,14,-14,-799,21,10
11,-38,11,-13,-796,23,10
16,-44,15,-14,-795,23,10
22,-33,21,-13,-793,22,10
28,-33,29,-14,-793,22,10
30,-37,37,-14,-792,21,10
31,-44,46,-14,-792,22,10
30,-47,59,-14,-790,23,10
25,-32,102,-12,-790,23,10
17,-6,140,-13,-788,22,10
10,20,175,-12,-786,22,10
0,44,200,-14,-786,23,10
-13,60,221,-12,-785,23,10
-28,69,234,-14,-785,23,10
-40,65,233,-14,-781,24,10
-47,53,220,-13,-780,24,10
-51,39,203,-14,-780,23,10
-51,33,186,-13,-779,23,10
-52,34,173,-14,-778,22,10
-52,42,167,-15,-778,23,10
-51,54,156,-15,-776,23,10
-61,72,148,-13,-775,23,10
-69,95,141,-13,-775,23,10
-64,121,132,-15,-772,22,10
-62,145,122,-14,-773,23,10
-62,164,113,-15,-773,23,10
-57,183,110,-14,-771,23,10
-45,200,114,-13,-771,21,10
-33,213,127,-15,-770,22,10
-26,217,144,-14,-768,23,10
-20,213,156,-15,-768,22,10
-23,202,157,-15,-766,22,10
-27,189,152,-15,-767,23,10
-34,180,140,-16,-766,22,10
-35,169,136,-13,-764,23,10
-24,161,128,-13,-761,23,10
-11,149,115,-14,-761,22,10
0,143,93,-14,-759,23,10
6,142,56,-13,-759,23,10
8,147,4,-14,-758,24,10
7,147,-65,-15,-758,23,10
4,146,40,-15,-758,24,10
0,140,253,-14,-757,23,10
-4,126,566,-15,-755,22,10
0,110,864,-14,-754,22,10
6,90,1042,-14,-752,22,10
-24,62,1069,-14,-753,24,10
-52,13,985,-15,-751,23,10
-13,-25,882,-14,-752,21,10
36,-37,739,-14,-751,22,10
215,41,435,-15,-748,22,10
463,184,34,-14,-750,20,10
652,316,124,-14,-746,21,10
750,395,281,-14,-747,21,10
782,427,336,-14,-746,22,10
793,432,366,-14,-747,21,10
768,418,356,-15,-745,23,10
721,392,317,-15,-743,21,10
659,358,265,-16,-743,23,10
583,327,212,-14,-741,22,10
510,295,159,-13,-741,22,10
437,265,113,-15,-739,22,10
366,230,76,-14,-737,23,10
298,193,48,-14,-739,23,10
237,152,19,-14,-737,23,10
187,110,-11,-15,-735,23,10
154,72,-47,-14,-736,21,10
133,37,-32,-15,-736,22,10
110,1,51,-15,-734,21,10
84,-32,147,-14,-732,23,10
62,-41,250,-15,-730,23,10
43,-19,351,-15,-730,21,10
29,-3,443,-16,-730,21,10
18,10,524,-15,-727,22,10
4,20,590,-15,-729,22,10
-1,33,624,-16,-728,21,10
-13,39,637,-14,-728,19,10
-27,38,623,-15,-727,21,10
-45,33,592,-15,-726,21,10
-64,26,552,-15,-725,20,10
-61,17,507,-15,-723,21,10
-45,12,460,-15,-722,21,10
-29,9,411,-15,-722,20,10
-5,12,369,-14,-724,20,10
16,21,331,-15,-722,22,10
42,33,388,-15,-720,19,10
62,46,559,-14,-719,21,10
78,52,726,-14,-720,20,10
94,56,899,-16,-718,20,10
106,62,1013,-14,-718,21,10
114,68,1056,-13,-715,20,10
125,75,1049,-13,-715,19,10
131,79,1009,-14,-713,21,10
131,83,954,-13,-713,20,10
130,79,890,-14,-713,21,10
122,71,821,-12,-711,21,10
109,60,754,-13,-711,21,10
97,43,695,-13,-711,20,10
83,28,637,-13,-709,19,10
70,16,583,-13,-709,20,10
63,9,531,-12,-707,20,10
59,0,484,-14,-706,20,10
58,-4,439,-13,-706,20,10
56,-3,394,-12,-703,21,10
52,5,350,-12,-702,21,10
40,17,304,-12,-702,21,10
33,25,253,-13,-702,20,10
25,25,202,-12,-701,22,10
13,24,159,-14,-698,21,10
-4,25,117,-12,-696,22,10
-27,27,78,-13,-697,22,10
-47,30,45,-13,-696,23,10
-69,39,16,-13,-695,21,10
-47,44,-14,-13,-694,22,10
-24,43,-42,-14,-693,22,10
-12,39,-61,-15,-692,21,10
-6,38,-65,-12,-692,21,10
-3,38,-51,-15,-690,21,10
0,38,-39,-13,-689,21,10
0,39,-33,-13,-689,20,10
-2,44,-27,-12,-688,22,10
-4,46,-19,-12,-685,22,10
-3,51,-14,-13,-686,22,10
6,63,-17,-12,-686,21,10
16,74,-27,-12,-686,24,10
34,86,-45,-13,-685,21,10
50,95,-66,-13,-683,21,10
67,99,-52,-14,-682,22,10
82,95,-25,-13,-682,22,10
91,90,1,-13,-681,22,10
94,85,26,-13,-679,22,10
100,77,43,-12,-680,23,10
103,69,52,-12,-679,21,10
102,61,54,-13,-679,21,10
106,53,47,-12,-677,21,10
111,48,46,-12,-676,22,10
116,48,45,-12,-675,23,10
115,43,55,-11,-675,21,10
106,37,76,-12,-674,22,10
94,29,126,-12,-672,23,10
83,13,269,-13,-672,23,10
77,-5,515,-13,-671,21,10
73,-17,828,-12,-670,22,10
66,-29,1162,-14,-668,22,10
54,-40,1480,-12,-668,20,10
34,-50,1754,-12,-666,22,10
14,-40,1975,-13,-664,21,10
0,-38,2144,-13,-663,23,10
30,-23,2221,-13,-670,21,10
520,244,1770,-18,-674,18,10
1849,823,458,-22,-670,18,10
3689,1462,1516,-22,-663,20,10
4854,1841,2871,-20,-660,20,10
5468,2015,3640,-16,-659,21,10
5734,2088,4047,-14,-662,20,10
5777,2126,4248,-15,-662,19,10
5653,2083,4250,-14,-661,19,10
5359,1971,4082,-14,-657,22,10
4951,1814,3809,-13,-655,23,10
4477,1627,3476,-14,-654,23,10
3977,1435,3109,-14,-652,23,10
3469,1240,2740,-15,-650,23,10
2972,1053,2380,-15,-650,24,10
2505,873,2036,-14,-647,23,10
2073,705,1720,-14,-648,23,10
1689,557,1435,-15,-648,22,10
1346,428,1187,-15,-648,23,10
1044,319,963,-12,-647,25,10
779,235,737,-16,-646,26,10
556,165,471,-15,-646,25,10
372,112,84,-16,-645,24,10
227,69,169,-15,-645,24,10
118,33,540,-15,-644,25,10
36,9,1191,-16,-644,25,10
-22,-9,2048,-16,-644,25,10
-58,-21,2723,-16,-642,25,10
-66,-33,3297,-16,-643,25,10
-58,-48,3743,-16,-643,25,10
-50,-26,3989,-16,-643,27,10
-44,1,4035,-16,-643,24,10
-35,31,4061,-17,-642,25,10
-32,65,3985,-17,-643,25,10
-34,95,3768,-17,-641,25,10
-41,127,3477,-17,-640,25,10
-47,156,3135,-17,-639,25,10
-49,177,2792,-17,-639,25,10
-49,185,2454,-17,-639,25,10
-45,185,2133,-16,-639,25,10
-43,175,1830,-18,-638,26,10
-43,161,1552,-16,-636,25,10
-45,145,1296,-17,-637,26,10
-48,125,1066,-16,-637,25,10
-60,104,863,-15,-636,26,10
-66,83,693,-16,-637,24,10
-53,58,546,-16,-636,25,10
-45,32,411,-15,-634,24,10
-47,0,294,-17,-636,24,10
-53,-32,191,-16,-634,24,10
-53,-50,106,-15,-634,25,10
-53,-36,37,-16,-634,23,10
-58,-29,-19,-15,-634,23,10
-66,-24,-60,-16,-632,24,10
-63,-21,-56,-14,-633,24,10
-49,-14,-33,-15,-634,25,10
-43,-14,-5,-15,-631,24,10
-49,2,34,-14,-632,23,10
-16,61,80,-14,-631,22,10
135,173,128,-14,-631,24,10
301,291,167,-13,-630,23,10
451,385,196,-13,-630,23,10
538,430,218,-13,-629,21,10
577,434,229,-12,-629,22,10
583,411,241,-13,-627,23,10
560,376,247,-12,-628,21,10
517,337,246,-10,-626,22,10
468,292,239,-10,-627,23,10
413,242,230,-12,-626,22,10
359,192,210,-10,-626,21,10
303,149,185,-9,-625,22,10
254,113,161,-11,-624,22,10
211,82,138,-9,-623,21,10
172,55,105,-10,-621,21,10
134,33,70,-10,-622,21,10
97,9,33,-7,-619,22,10
65,-16,0,-9,-619,21,10
44,-33,-30,-10,-617,21,10
31,-47,-54,-9,-617,21,10
22,-28,-63,-7,-619,19,10
23,-11,-61,-7,-615,21,10
34,5,-53,-6,-614,21,10
51,21,-46,-7,-612,21,10
64,34,-48,-7,-610,21,10
77,45,-48,-6,-610,20,10
78,55,-49,-7,-609,21,10
77,63,-56,-9,-609,19,10
77,66,-60,-6,-606,20,10
77,72,-70,-7,-607,21,10
76,80,-62,-6,-605,19,10
76,84,-54,-7,-604,19,10
73,84,-44,-7,-603,19,10
67,82,-31,-7,-601,18,10
55,75,-20,-7,-600,19,10
44,64,-13,-6,-600,20,10
35,51,-10,-7,-598,19,10
29,47,-18,-6,-595,18,10
22,42,-33,-6,-596,19,10
19,37,-50,-7,-595,18,10
12,41,-69,-7,-596,19,10
2,44,-47,-7,-593,19,10
-6,49,-23,-9,-591,19,10
-17,55,4,-7,-591,19,10
-23,60,25,-6,-589,19,10
-23,65,43,-7,-587,19,10
-24,66,64,-7,-587,18,10
-22,66,83,-7,-587,18,10
-17,61,92,-10,-584,18,10
-14,64,96,-7,-587,19,10
-16,83,96,-9,-584,19,10
-24,106,88,-10,-582,18,10
-35,129,81,-7,-581,19,10
-47,150,79,-7,-581,18,10
-57,169,83,-10,-580,18,10
-68,183,85,-10,-578,20,10
-66,188,88,-10,-577,19,10
-57,194,88,-10,-576,19,10
-52,203,79,-9,-577,19,10
-55,208,64,-10,-575,19,10
-59,207,48,-10,-574,20,10
-65,202,23,-11,-572,19,10
-68,191,-2,-12,-571,19,10
-67,176,-25,-13,-573,20,10
-64,160,-45,-12,-571,19,10
-56,149,-55,-12,-571,20,10
-51,141,-57,-12,-568,21,10
-51,132,-59,-13,-567,22,10
-51,123,-55,-13,-566,22,10
-52,119,-45,-13,-566,21,10
-57,118,-36,-12,-566,22,10
-58,119,-26,-12,-566,23,10
-52,117,-17,-14,-564,22,10
-46,107,-9,-14,-562,23,10
-40,93,0,-14,-563,24,10
-32,86,8,-15,-562,23,10
-22,86,11,-14,-561,22,10
-13,87,9,-14,-561,22,10
-3,88,7,-15,-561,22,10
8,87,8,-15,-561,22,10
22,82,9,-16,-561,21,10
32,74,7,-15,-561,24,10
34,64,6,-16,-559,23,10
32,51,8,-15,-560,22,10
24,41,7,-16,-557,24,10
7,31,1,-15,-558,24,10
-11,25,-10,-15,-559,25,10
-33,19,-26,-15,-558,25,10
-51,17,-45,-16,-557,25,10
-62,14,-65,-16,-557,25,10
-65,12,-59,-16,-557,25,10
-65,18,-44,-15,-557,25,10
-63,26,-30,-17,-556,25,10
-65,42,-14,-15,-556,25,10
-69,57,-2,-16,-556,25,10
-64,66,9,-16,-555,26,10
-62,65,26,-16,-556,26,10
-64,62,41,-18,-555,26,10
-68,53,51,-15,-555,25,10
-66,49,53,-16,-554,26,10
-61,44,32,-16,-554,25,10
-57,39,13,-17,-554,25,10
-53,38,0,-17,-552,25,10
-47,32,-15,-16,-554,25,10
-42,27,-44,-17,-555,25,10
-33,29,-69,-15,-554,27,10
-33,33,-46,-15,-554,24,10
-34,41,-28,-15,-554,25,10
-38,42,-13,-16,-554,25,10
-38,39,-4,-15,-552,25,10
-44,34,-2,-16,-554,25,10
-48,21,-4,-15,-552,26,10
-53,8,-10,-15,-552,25,10
-61,-5,-21,-15,-552,26,10
-70,-19,-32,-14,-552,26,10
-51,-38,-46,-15,-552,26,10
-27,-46,-62,-15,-551,27,10
0,-32,-64,-14,-551,24,10
27,-25,-47,-12,-548,24,10
50,-27,-23,-14,-551,25,10
70,-32,1,-13,-549,24,10
85,-38,25,-13,-549,24,10
95,-48,44,-14,-549,25,10
99,-36,56,-14,-549,24,10
97,-28,58,-13,-549,24,10
91,-21,53,-14,-547,23,10
84,-11,45,-14,-548,24,10
77,2,41,-13,-549,25,10
65,18,37,-13,-546,24,10
54,30,27,-12,-547,24,10
37,35,12,-13,-547,24,10
20,36,-4,-10,-547,23,10
3,32,-30,-11,-547,22,10
-13,29,-51,-11,-546,23,10
-31,20,-67,-11,-545,24,10
-45,16,-59,-12,-544,22,10
-63,17,-53,-10,-544,22,10
-63,28,-61,-10,-543,23,10
-47,46,-64,-9,-542,23,10
-32,66,-33,-10,-542,23,10
-24,82,2,-10,-541,23,10
-22,92,38,-10,-541,24,10
-25,98,77,-7,-542,21,10
-32,105,128,-9,-540,21,10
-47,111,191,-9,-539,22,10
-57,113,262,-7,-537,22,10
-64,110,354,-10,-537,22,10
-68,98,467,-9,-535,22,10
-67,85,598,-7,-535,22,10
-71,72,728,-5,-533,21,10
-64,57,842,-6,-533,20,10
-53,37,924,-6,-532,22,10
-37,20,971,-6,-531,20,10
-24,-17,991,-6,-531,21,10
-11,-17,995,-6,-529,21,10
11,51,979,-7,-529,21,10
38,158,949,-7,-527,19,10
62,252,911,-7,-527,20,10
78,318,864,-5,-526,21,10
90,359,811,-5,-525,20,10
104,383,797,-5,-525,20,10
114,379,827,-7,-522,19,10
118,359,936,-7,-523,20,10
122,322,1148,-7,-519,20,10
131,281,1467,-5,-521,19,10
137,237,1738,-5,-518,21,10
141,197,1889,-6,-518,20,10
137,164,1945,-4,-518,20,10
131,130,1938,-6,-516,18,10
117,104,1885,-6,-515,21,10
105,82,1797,-7,-516,20,10
101,73,1688,-7,-514,20,10
104,72,1570,-5,-513,20,10
112,69,1452,-7,-512,19,10
119,58,1434,-6,-512,20,10
127,36,1559,-6,-510,19,10
138,16,1611,-7,-510,20,10
145,-9,1675,-9,-510,20,10
148,-38,1685,-9,-510,20,10
148,-36,1645,-6,-508,19,10
146,-22,1568,-7,-507,20,10
141,-18,1480,-7,-508,20,10
135,-16,1386,-6,-506,20,10
128,-12,1304,-9,-507,21,10
121,-12,1236,-10,-505,21,10
113,-13,1179,-9,-503,21,10
102,-18,1130,-9,-503,21,10
96,-19,1095,-11,-503,22,10
91,-21,1069,-9,-500,22,10
93,-21,1054,-10,-499,21,10
93,-14,1042,-9,-500,21,10
89,-3,1032,-10,-501,22,10
83,2,1027,-10,-498,22,10
79,5,1029,-10,-497,22,10
78,-2,1034,-11,-497,21,10
85,-10,1037,-12,-496,22,10
98,-17,1037,-11,-495,23,10
115,-22,1036,-11,-496,22,10
129,-32,1038,-11,-496,22,10
147,-46,1042,-11,-493,23,10
165,-46,1053,-12,-493,23,10
184,-36,1063,-12,-492,23,10
199,-37,1078,-11,-493,24,10
215,-37,1095,-13,-491,22,10
226,-40,1117,-12,-493,23,10
236,-40,1148,-13,-489,24,10
235,-44,1186,-13,-493,24,10
230,-50,1237,-12,-489,23,10
219,-43,1305,-12,-490,24,10
205,-39,1396,-13,-488,24,10
193,-38,1492,-13,-491,24,10
179,-39,1597,-13,-489,25,10
163,-36,1715,-12,-488,25,10
147,-38,1835,-12,-488,25,10
132,-44,1954,-12,-488,24,10
115,-48,2060,-13,-486,26,10
106,-27,2146,-13,-488,24,10
106,0,2175,-13,-486,25,10
120,58,2150,-14,-488,25,10
136,98,2070,-13,-488,25,10
152,120,1962,-14,-488,26,10
168,123,1913,-15,-488,25,10
186,121,1962,-13,-485,26,10
199,123,2239,-13,-485,28,10
202,128,2739,-14,-485,25,10
202,134,3325,-14,-488,26,10
193,135,3985,-14,-488,24,10
183,135,4638,-13,-486,26,10
169,131,5394,-12,-485,25,10
155,123,6332,-14,-485,27,10
139,112,7342,-13,-485,26,10
131,96,8154,-14,-485,26,10
124,77,8514,-13,-485,26,10
124,52,8556,-13,-485,26,10
127,35,8378,-13,-484,25,10
119,36,8085,-14,-485,25,10
104,23,7720,-13,-485,24,10
89,-13,7295,-13,-483,26,10
73,-35,6830,-13,-483,26,10
59,21,6372,-14,-483,25,10
46,80,5964,-13,-483,25,10
34,138,5605,-14,-482,24,10
23,174,5312,-13,-482,26,10
10,197,5073,-14,-482,24,10
0,213,4815,-10,-482,25,10
-12,226,4538,-11,-481,26,10
-20,224,4236,-12,-481,26,10
-30,217,3916,-12,-480,25,10
-37,206,3568,-12,-482,24,10
-52,193,3214,-11,-480,23,10
-63,179,2869,-12,-481,23,10
-68,162,2541,-12,-480,24,10
-68,143,2236,-10,-480,25,10
-56,128,1961,-10,-480,24,10
-40,113,1715,-11,-479,25,10
-31,99,1493,-10,-479,24,10
-25,89,1301,-11,-480,23,10
-23,77,1136,-10,-478,24,10
-20,58,999,-10,-478,22,10
-18,36,886,-10,-479,22,10
-19,16,800,-10,-479,21,10
-27,-3,735,-10,-478,23,10
-33,-18,687,-10,-478,24,10
-40,-35,650,-9,-476,22,10
-53,-44,623,-10,-476,22,10
-63,-22,598,-9,-477,22,10
-71,-6,580,-9,-475,23,10
-68,5,559,-7,-475,21,10
-69,5,546,-6,-474,22,10
-69,0,534,-6,-474,23,10
-59,0,523,-6,-473,21,10
-35,45,504,-9,-473,21,10
-31,84,489,-7,-472,20,10
-34,109,477,-9,-472,21,10
-41,120,475,-9,-469,22,10
-48,110,484,-7,-469,21,10
-57,92,494,-6,-469,21,10
-67,72,509,-5,-468,19,10
-65,47,525,-6,-466,22,10
-54,18,542,-6,-466,21,10
-44,-8,557,-5,-465,21,10
-32,-36,570,-7,-464,21,10
-20,-37,580,-5,-464,21,10
-7,-11,584,-6,-464,21,10
6,10,589,-5,-462,21,10
19,27,595,-6,-463,22,10
28,39,605,-6,-461,21,10
35,32,605,-3,-462,20,10
54,11,571,-5,-460,20,10
99,6,517,-7,-459,21,10
269,-16,420,-7,-458,20,10
631,236,282,-6,-458,20,10
1112,631,115,-6,-458,21,10
1593,1138,-60,-6,-456,19,10
2049,1572,95,-7,-455,20,10
2481,1974,283,-6,-455,21,10
2828,2289,441,-7,-455,20,10
3084,2513,555,-7,-453,20,10
3172,2579,608,-5,-451,19,10
3114,2511,614,-6,-452,20,10
2961,2365,591,-6,-451,20,10
2748,2171,547,-6,-449,19,10
2503,1938,491,-6,-450,21,10
2247,1696,427,-7,-449,19,10
1988,1455,360,-6,-448,20,10
1737,1231,299,-7,-449,22,10
1507,1028,248,-9,-448,21,10
1297,844,210,-7,-445,21,10
1108,685,186,-6,-446,21,10
939,552,175,-9,-446,21,10
782,441,168,-7,-444,19,10
640,351,170,-7,-442,20,10
510,267,174,-7,-442,20,10
398,192,170,-9,-442,20,10
305,124,159,-9,-442,21,10
226,62,142,-7,-441,21,10
163,4,127,-9,-441,21,10
115,-45,121,-10,-441,22,10
78,-14,119,-9,-440,22,10
46,17,122,-9,-440,23,10
22,44,126,-9,-437,22,10
13,58,131,-7,-439,21,10
8,63,129,-11,-439,22,10
9,60,122,-10,-436,22,10
10,47,110,-11,-436,21,10
9,31,98,-10,-435,22,10
-12,15,81,-11,-437,22,10
-68,7,49,-10,-437,22,10
6,2,18,-11,-436,21,10
50,-2,-6,-10,-435,21,10
64,-5,-21,-11,-433,22,10
60,-7,-31,-10,-433,22,10
46,-8,-38,-11,-434,22,10
24,-12,-39,-11,-432,22,10
-3,-14,-37,-11,-433,22,10
-29,-16,-32,-10,-432,22,10
-50,-16,-25,-13,-432,23,10
-66,-16,-22,-11,-432,22,10
-59,-14,-20,-11,-431,22,10
-53,-8,-19,-10,-432,23,10
-48,-4,-21,-10,-430,22,10
-46,-2,-16,-10,-431,24,10
-46,-4,-15,-10,-430,24,10
-47,-6,-21,-10,-431,25,10
-41,-4,-41,-11,-430,24,10
-36,4,-61,-11,-430,23,10
-30,16,-61,-11,-429,25,10
-21,31,-45,-11,-429,24,10
-17,43,-33,-12,-430,24,10
-13,54,-22,-10,-428,25,10
-13,64,-17,-10,-428,24,10
-12,71,-12,-11,-427,25,10
-16,71,0,-11,-428,26,10
-21,57,16,-11,-429,25,10
-30,39,31,-12,-427,22,10
-39,20,41,-12,-427,25,10
-44,0,44,-9,-426,25,10
-53,-17,38,-12,-426,25,10
-65,-39,29,-11,-426,24,10
-65,-42,18,-12,-427,23,10
-57,-32,15,-13,-426,23,10
-50,-23,20,-11,-426,24,10
-47,-18,30,-11,-424,24,10
-43,-12,42,-11,-427,25,10
-42,-7,53,-11,-425,24,10
-39,2,65,-11,-426,23,10
-37,12,76,-11,-426,22,10
-37,21,81,-11,-425,24,10
-44,32,81,-10,-426,25,10
-52,32,79,-10,-426,23,10
-67,28,76,-12,-426,24,10
-56,20,73,-12,-427,24,10
-41,12,62,-11,-424,24,10
-29,3,48,-11,-425,23,10
-16,3,39,-12,-424,24,10
-4,4,25,-10,-424,23,10
4,5,7,-11,-423,22,10
8,2,-11,-11,-421,23,10
9,-6,-35,-10,-423,24,10
9,-15,-58,-10,-424,23,10
10,-23,-62,-12,-421,23,10
8,-22,-45,-10,-421,22,10
8,-18,-34,-9,-421,23,10
5,-10,-25,-9,-421,22,10
3,-6,-19,-7,-421,23,10
-6,3,-17,-10,-420,24,10
-20,15,-12,-9,-420,22,10
-31,29,-5,-9,-419,22,10
-44,45,-5,-9,-419,22,10
-52,51,-12,-10,-419,21,10
-62,54,-24,-10,-418,22,10
-69,49,-41,-7,-417,22,10
-64,36,-65,-10,-418,21,10
-56,18,-52,-10,-418,22,10
-50,-4,-30,-9,-416,22,10
-44,-32,-10,-10,-418,21,10
-42,-40,10,-7,-417,22,10
-44,-7,38,-9,-417,22,10
-48,24,63,-7,-417,23,10
-51,49,89,-9,-416,22,10
-55,65,110,-10,-415,22,10
-61,77,122,-10,-415,22,10
-65,85,126,-9,-414,23,10
-69,84,126,-7,-414,22,10
-70,81,127,-9,-412,21,10
-70,75,127,-7,-413,20,10
-70,69,130,-7,-411,23,10
-66,68,136,-6,-411,21,10
-62,70,145,-9,-411,22,10
-54,74,163,-6,-410,23,10
-47,68,183,-9,-411,23,10
-36,60,198,-7,-410,23,10
-24,56,207,-9,-411,24,10
-17,53,213,-7,-408,21,10
-16,53,219,-7,-409,22,10
-17,55,230,-7,-410,22,10
-23,64,241,-6,-409,22,10
-29,67,256,-9,-408,23,10
-31,66,273,-6,-407,22,10
-31,57,287,-6,-406,22,10
-28,48,298,-9,-407,22,10
-24,37,299,-7,-403,22,10
-19,28,289,-9,-406,21,10
-14,26,282,-6,-404,23,10
-10,31,274,-7,-404,21,10
-3,42,275,-9,-402,23,10
4,56,269,-7,-401,21,10
14,69,258,-6,-402,22,10
26,86,235,-6,-400,22,10
36,101,205,-9,-400,21,10
46,114,167,-9,-400,22,10
50,129,127,-7,-399,22,10
50,139,86,-9,-399,23,10
46,142,53,-10,-399,21,10
46,138,22,-7,-399,22,10
48,127,-2,-7,-397,22,10
51,121,-21,-9,-397,22,10
56,120,-39,-10,-397,21,10
60,123,-51,-9,-395,22,10
66,123,-65,-9,-395,23,10
71,113,-70,-7,-396,23,10
79,101,-67,-9,-395,23,10
88,91,-59,-10,-394,22,10
100,89,-46,-9,-394,22,10
111,85,-19,-10,-392,22,10
117,85,3,-10,-392,23,10
121,87,26,-9,-394,22,10
122,87,43,-10,-391,22,10
123,83,55,-9,-392,22,10
119,79,60,-9,-391,22,10
113,74,54,-9,-391,23,10
107,70,44,-10,-391,24,10
99,71,30,-7,-390,23,10
91,79,10,-11,-388,24,10
86,90,-8,-10,-390,23,10
76,102,-18,-10,-390,24,10
63,114,-31,-11,-390,24,10
47,129,-37,-10,-386,24,10
30,142,-38,-10,-388,23,10
17,164,-39,-9,-388,24,10
16,180,-36,-11,-387,23,10
18,194,-34,-11,-386,22,10
30,210,-35,-11,-387,25,10
47,216,-38,-11,-385,24,10
56,210,-42,-9,-385,24,10
56,201,-43,-11,-385,24,10
45,191,-33,-11,-386,24,10
25,178,-21,-10,-385,25,10
0,162,-2,-10,-384,24,10
-18,141,17,-9,-383,25,10
-33,122,44,-9,-382,25,10
-46,104,74,-9,-384,24,10
-62,88,97,-9,-384,25,10
-69,75,114,-10,-384,25,10
-68,64,121,-10,-384,25,10
-70,57,128,-10,-382,24,10
-63,52,129,-9,-382,25,10
-48,46,131,-10,-383,25,10
-33,43,129,-9,-383,25,10
-27,36,117,-9,-382,26,10
-28,26,99,-9,-382,25,10
-33,17,66,-11,-381,25,10
-37,9,37,-12,-382,24,10
-35,5,6,-10,-382,23,10
-38,5,-16,-9,-380,25,10
-39,11,-33,-9,-381,24,10
-45,28,-50,-9,-381,24,10
-53,60,-42,-10,-381,26,10
-58,101,7,-10,-379,24,10
-64,143,39,-10,-381,25,10
-71,170,57,-10,-381,24,10
-66,178,66,-11,-382,24,10
-62,175,64,-10,-379,24,10
-61,164,49,-9,-381,24,10
-57,148,26,-9,-378,25,10
-56,130,3,-9,-379,24,10
-57,116,-25,-7,-378,24,10
-62,104,-53,-10,-379,24,10
-70,108,-69,-11,-380,25,10
-54,122,-53,-9,-379,24,10
-32,131,-33,-10,-379,24,10
-3,136,-13,-11,-378,23,10
20,135,4,-10,-377,23,10
42,128,17,-7,-378,23,10
54,125,33,-9,-379,23,10
63,123,45,-9,-378,24,10
61,124,56,-7,-377,21,10
55,116,66,-9,-378,24,10
47,108,75,-9,-378,23,10
37,103,79,-7,-378,23,10
23,103,74,-9,-376,23,10
11,93,62,-10,-377,23,10
6,83,51,-9,-376,23,10
10,74,40,-7,-377,24,10
15,61,38,-7,-376,23,10
21,46,35,-7,-376,22,10
22,30,35,-9,-376,23,10
18,15,35,-9,-374,23,10
13,1,30,-9,-374,24,10
10,-8,20,-9,-374,23,10
13,-14,9,-7,-374,23,10
25,-12,4,-10,-374,24,10
35,-10,-1,-6,-375,22,10
44,-1,-3,-6,-372,23,10
47,6,-5,-7,-372,22,10
44,13,-7,-6,-372,23,10
35,24,3,-9,-371,23,10
22,30,18,-7,-372,22,10
10,32,39,-7,-371,23,10
0,31,86,-7,-370,21,10
-6,32,235,-7,-371,23,10
-8,33,473,-9,-370,22,10
-8,41,746,-7,-369,22,10
-10,45,1040,-7,-369,23,10
-16,51,1333,-6,-367,22,10
-23,58,1622,-7,-367,22,10
-27,66,1896,-9,-367,24,10
-29,75,2154,-5,-366,24,10
-31,75,2399,-6,-366,23,10
-28,75,2630,-7,-366,25,10
-29,72,2853,-7,-365,22,10
-31,70,3084,-9,-365,24,10
-39,72,3327,-7,-366,24,10
-45,77,3576,-5,-366,24,10
-47,86,3800,-7,-364,23,10
-49,90,3944,-7,-363,23,10
-46,89,3984,-7,-364,23,10
